,filename,semantic_label,numeric_label,partition,task,partition_challenge
6580,004583.png,chihuahua,5.0,test,source,train
6581,005108.png,chihuahua,5.0,test,source,train
6582,007428.png,miniature_poodle,1.0,,source,train
6583,006742.png,siberian_husky,6.0,,source,val
6584,004236.png,chihuahua,5.0,test,source,train
6585,006061.png,chihuahua,5.0,,source,train
6586,005926.png,siberian_husky,6.0,,source,test
6587,005462.png,chihuahua,5.0,,source,test
6588,007399.png,dalmatian,4.0,,source,train
6589,003647.png,samoyed,0.0,val,source,train
6590,008353.png,dalmatian,4.0,,source,train
6591,000840.png,siberian_husky,6.0,train,source,test
6592,005947.png,saint_bernard,2.0,,source,train
6593,007862.png,miniature_poodle,1.0,,source,test
6594,008718.png,dalmatian,4.0,,source,train
6595,008093.png,yorkshire_terrier,7.0,,source,train
6596,007359.png,dalmatian,4.0,,source,test
6597,005807.png,chihuahua,5.0,,source,test
6598,000771.png,great_dane,3.0,train,source,train
6599,001921.png,miniature_poodle,1.0,train,source,val
6600,009653.png,miniature_poodle,1.0,,source,test
6601,000199.png,yorkshire_terrier,7.0,train,source,train
6602,009488.png,miniature_poodle,1.0,,source,test
6603,008967.png,miniature_poodle,1.0,,source,train
6604,005878.png,siberian_husky,6.0,,source,train
6605,008399.png,saint_bernard,2.0,,source,test
6606,003434.png,yorkshire_terrier,7.0,val,source,train
6607,007967.png,dalmatian,4.0,,source,train
6608,006452.png,yorkshire_terrier,7.0,,source,test
6609,006040.png,yorkshire_terrier,7.0,,source,train
6610,007041.png,miniature_poodle,1.0,,source,test
6611,002017.png,great_dane,3.0,train,source,test
6612,004091.png,chihuahua,5.0,test,source,val
6613,009870.png,saint_bernard,2.0,,source,train
6614,001257.png,saint_bernard,2.0,train,source,train
6615,010082.png,siberian_husky,6.0,,source,train
6616,009516.png,yorkshire_terrier,7.0,,source,train
6617,000689.png,chihuahua,5.0,train,source,train
6618,004851.png,great_dane,3.0,test,source,train
6619,000127.png,siberian_husky,6.0,train,source,test
6620,000029.png,yorkshire_terrier,7.0,train,source,train
6621,001081.png,siberian_husky,6.0,train,source,test
6622,007590.png,saint_bernard,2.0,,source,train
6623,007210.png,miniature_poodle,1.0,,source,train
6624,007055.png,samoyed,0.0,,source,train
6625,007827.png,yorkshire_terrier,7.0,,source,train
6626,006047.png,dalmatian,4.0,,source,test
6627,002028.png,siberian_husky,6.0,train,source,train
6628,002970.png,yorkshire_terrier,7.0,val,source,train
6629,009164.png,great_dane,3.0,,source,train
6630,001238.png,samoyed,0.0,train,source,train
6631,001090.png,great_dane,3.0,train,source,train
6632,006254.png,yorkshire_terrier,7.0,,source,test
6633,002537.png,miniature_poodle,1.0,val,source,train
6634,001981.png,great_dane,3.0,train,source,train
6635,004782.png,saint_bernard,2.0,test,source,test
6636,006723.png,chihuahua,5.0,,source,test
6637,005571.png,great_dane,3.0,,source,train
6638,005461.png,saint_bernard,2.0,,source,train
6639,001674.png,dalmatian,4.0,train,source,train
6640,004168.png,great_dane,3.0,test,source,train
6641,000817.png,great_dane,3.0,train,source,val
6642,007157.png,samoyed,0.0,,source,test
6643,001758.png,siberian_husky,6.0,train,source,train
6644,001987.png,saint_bernard,2.0,train,source,val
6645,003436.png,saint_bernard,2.0,val,source,train
6646,006941.png,great_dane,3.0,,source,train
6647,008789.png,samoyed,0.0,,source,train
6648,004586.png,chihuahua,5.0,test,source,train
6649,005110.png,saint_bernard,2.0,test,source,train
6650,005935.png,dalmatian,4.0,,source,test
6651,002963.png,miniature_poodle,1.0,val,source,train
6652,000622.png,miniature_poodle,1.0,train,source,test
6653,005936.png,yorkshire_terrier,7.0,,source,train
6654,001102.png,miniature_poodle,1.0,train,source,train
6655,005777.png,yorkshire_terrier,7.0,,source,train
6656,005865.png,siberian_husky,6.0,,source,train
6657,001323.png,great_dane,3.0,train,source,val
6658,002473.png,saint_bernard,2.0,val,source,train
6659,004727.png,samoyed,0.0,test,source,val
6660,004214.png,chihuahua,5.0,test,source,test
6661,003250.png,miniature_poodle,1.0,val,source,train
6662,001462.png,siberian_husky,6.0,train,source,train
6663,000243.png,siberian_husky,6.0,train,source,test
6664,009422.png,chihuahua,5.0,,source,train
6665,009354.png,great_dane,3.0,,source,train
6666,005648.png,chihuahua,5.0,,source,test
6667,005447.png,chihuahua,5.0,test,source,test
6668,001394.png,samoyed,0.0,train,source,train
6669,008508.png,miniature_poodle,1.0,,source,train
6670,010206.png,dalmatian,4.0,,source,train
6671,008713.png,dalmatian,4.0,,source,train
6672,008638.png,miniature_poodle,1.0,,source,train
6673,001961.png,siberian_husky,6.0,train,source,test
6674,006423.png,dalmatian,4.0,,source,test
6675,003067.png,saint_bernard,2.0,val,source,test
6676,007664.png,yorkshire_terrier,7.0,,source,train
6677,009699.png,siberian_husky,6.0,,source,val
6678,008821.png,dalmatian,4.0,,source,val
6679,000611.png,siberian_husky,6.0,train,source,train
6680,004412.png,miniature_poodle,1.0,test,source,val
6681,009651.png,saint_bernard,2.0,,source,test
6682,004772.png,great_dane,3.0,test,source,test
6683,000827.png,miniature_poodle,1.0,train,source,train
6684,000230.png,samoyed,0.0,train,source,test
6685,006291.png,chihuahua,5.0,,source,train
6686,000671.png,samoyed,0.0,train,source,test
6687,005368.png,saint_bernard,2.0,,source,test
6688,004268.png,miniature_poodle,1.0,test,source,val
6689,000810.png,great_dane,3.0,train,source,test
6690,003638.png,dalmatian,4.0,val,source,train
6691,006656.png,yorkshire_terrier,7.0,,source,test
6692,003785.png,dalmatian,4.0,val,source,test
6693,003153.png,saint_bernard,2.0,val,source,test
6694,007426.png,yorkshire_terrier,7.0,,source,test
6695,001843.png,great_dane,3.0,train,source,test
6696,005326.png,samoyed,0.0,test,source,train
6697,009016.png,yorkshire_terrier,7.0,,source,train
6698,002232.png,yorkshire_terrier,7.0,train,source,val
6699,000708.png,great_dane,3.0,train,source,test
6700,006391.png,dalmatian,4.0,,source,test
6701,003823.png,samoyed,0.0,val,source,val
6702,002149.png,chihuahua,5.0,train,source,train
6703,001234.png,saint_bernard,2.0,train,source,train
6704,001913.png,samoyed,0.0,train,source,train
6705,006218.png,dalmatian,4.0,,source,train
6706,004938.png,siberian_husky,6.0,test,source,train
6707,004019.png,yorkshire_terrier,7.0,val,source,train
6708,004433.png,siberian_husky,6.0,test,source,train
6709,002917.png,miniature_poodle,1.0,val,source,test
6710,002538.png,samoyed,0.0,train,source,train
6711,008773.png,dalmatian,4.0,,source,val
6712,000696.png,siberian_husky,6.0,train,source,train
6713,001798.png,yorkshire_terrier,7.0,train,source,train
6714,002611.png,yorkshire_terrier,7.0,train,source,test
6715,006979.png,chihuahua,5.0,,source,train
6716,001152.png,great_dane,3.0,train,source,test
6717,005163.png,great_dane,3.0,test,source,test
6718,004041.png,miniature_poodle,1.0,test,source,test
6719,005858.png,dalmatian,4.0,,source,val
6720,003672.png,great_dane,3.0,val,source,train
6721,003443.png,saint_bernard,2.0,val,source,train
6722,005598.png,samoyed,0.0,test,source,val
6723,003232.png,saint_bernard,2.0,val,source,test
6724,000626.png,chihuahua,5.0,train,source,test
6725,007279.png,saint_bernard,2.0,,source,train
6726,000628.png,samoyed,0.0,train,source,train
6727,004561.png,chihuahua,5.0,test,source,test
6728,008106.png,chihuahua,5.0,,source,val
6729,003953.png,chihuahua,5.0,val,source,val
6730,003121.png,yorkshire_terrier,7.0,val,source,train
6731,002935.png,chihuahua,5.0,val,source,test
6732,004024.png,chihuahua,5.0,val,source,train
6733,009433.png,samoyed,0.0,,source,train
6734,009416.png,saint_bernard,2.0,,source,test
6735,008046.png,saint_bernard,2.0,,source,val
6736,002721.png,dalmatian,4.0,val,source,train
6737,004862.png,yorkshire_terrier,7.0,test,source,test
6738,000607.png,samoyed,0.0,train,source,train
6739,000126.png,dalmatian,4.0,train,source,test
6740,004897.png,great_dane,3.0,test,source,train
6741,000301.png,siberian_husky,6.0,train,source,train
6742,008320.png,saint_bernard,2.0,,source,train
6743,008427.png,dalmatian,4.0,,source,train
6744,003051.png,chihuahua,5.0,val,source,val
6745,005074.png,great_dane,3.0,test,source,train
6746,006287.png,saint_bernard,2.0,,source,train
6747,008702.png,chihuahua,5.0,,source,train
6748,008872.png,samoyed,0.0,,source,train
6749,006868.png,saint_bernard,2.0,,source,train
6750,003551.png,samoyed,0.0,val,source,test
6751,007994.png,samoyed,0.0,,source,test
6752,002563.png,yorkshire_terrier,7.0,train,source,train
6753,001729.png,saint_bernard,2.0,train,source,test
6754,001419.png,miniature_poodle,1.0,train,source,train
6755,000685.png,dalmatian,4.0,train,source,train
6756,008020.png,samoyed,0.0,,source,val
6757,003060.png,saint_bernard,2.0,val,source,train
6758,003678.png,samoyed,0.0,val,source,test
6759,003360.png,chihuahua,5.0,val,source,train
6760,002722.png,yorkshire_terrier,7.0,val,source,val
6761,007278.png,saint_bernard,2.0,,source,val
6762,009828.png,dalmatian,4.0,,source,test
6763,009008.png,great_dane,3.0,,source,train
6764,003872.png,miniature_poodle,1.0,val,source,train
6765,002205.png,siberian_husky,6.0,train,source,val
6766,006197.png,yorkshire_terrier,7.0,,source,val
6767,006385.png,siberian_husky,6.0,,source,test
6768,004889.png,saint_bernard,2.0,test,source,test
6769,004009.png,saint_bernard,2.0,test,source,train
6770,000908.png,samoyed,0.0,train,source,train
6771,006179.png,great_dane,3.0,,source,test
6772,006953.png,yorkshire_terrier,7.0,,source,test
6773,006631.png,saint_bernard,2.0,,source,train
6774,005942.png,chihuahua,5.0,,source,val
6775,009590.png,great_dane,3.0,,source,train
6776,008445.png,great_dane,3.0,,source,train
6777,006347.png,dalmatian,4.0,,source,val
6778,006903.png,saint_bernard,2.0,,source,val
6779,001153.png,saint_bernard,2.0,train,source,val
6780,005785.png,dalmatian,4.0,,source,test
6781,003045.png,great_dane,3.0,val,source,train
6782,010212.png,siberian_husky,6.0,,source,train
6783,005289.png,great_dane,3.0,test,source,train
6784,002725.png,yorkshire_terrier,7.0,val,source,test
6785,006021.png,great_dane,3.0,,source,val
6786,008729.png,dalmatian,4.0,,source,train
6787,008570.png,yorkshire_terrier,7.0,,source,train
6788,005815.png,miniature_poodle,1.0,,source,train
6789,002903.png,samoyed,0.0,val,source,train
6790,001054.png,dalmatian,4.0,train,source,val
6791,004244.png,chihuahua,5.0,test,source,val
6792,007576.png,dalmatian,4.0,,source,train
6793,004446.png,samoyed,0.0,test,source,train
6794,008047.png,yorkshire_terrier,7.0,,source,train
6795,003608.png,miniature_poodle,1.0,val,source,train
6796,004367.png,saint_bernard,2.0,test,source,test
6797,000295.png,miniature_poodle,1.0,train,source,test
6798,001042.png,great_dane,3.0,train,source,val
6799,004167.png,siberian_husky,6.0,test,source,val
6800,000289.png,dalmatian,4.0,train,source,train
6801,001513.png,chihuahua,5.0,train,source,train
6802,003812.png,great_dane,3.0,val,source,train
6803,009733.png,siberian_husky,6.0,,source,train
6804,009088.png,dalmatian,4.0,,source,train
6805,004643.png,chihuahua,5.0,test,source,train
6806,009294.png,dalmatian,4.0,,source,train
6807,004796.png,dalmatian,4.0,test,source,test
6808,009916.png,yorkshire_terrier,7.0,,source,test
6809,009990.png,yorkshire_terrier,7.0,,source,val
6810,000365.png,chihuahua,5.0,train,source,train
6811,009719.png,great_dane,3.0,,source,val
6812,007319.png,miniature_poodle,1.0,,source,val
6813,002569.png,yorkshire_terrier,7.0,train,source,test
6814,007489.png,great_dane,3.0,,source,train
6815,006965.png,dalmatian,4.0,,source,test
6816,000475.png,dalmatian,4.0,train,source,test
6817,009496.png,yorkshire_terrier,7.0,,source,train
6818,003607.png,miniature_poodle,1.0,val,source,test
6819,004636.png,chihuahua,5.0,test,source,train
6820,001658.png,great_dane,3.0,train,source,train
6821,002159.png,siberian_husky,6.0,train,source,test
6822,008697.png,miniature_poodle,1.0,,source,test
6823,003418.png,great_dane,3.0,val,source,test
6824,009011.png,dalmatian,4.0,,source,test
6825,009353.png,great_dane,3.0,,source,train
6826,008440.png,miniature_poodle,1.0,,source,train
6827,000282.png,siberian_husky,6.0,train,source,train
6828,000523.png,siberian_husky,6.0,train,source,train
6829,003529.png,miniature_poodle,1.0,val,source,train
6830,005716.png,siberian_husky,6.0,,source,train
6831,001478.png,samoyed,0.0,train,source,test
6832,003994.png,miniature_poodle,1.0,test,source,val
6833,008518.png,siberian_husky,6.0,,source,train
6834,007036.png,siberian_husky,6.0,,source,train
6835,007665.png,dalmatian,4.0,,source,train
6836,000026.png,miniature_poodle,1.0,train,source,val
6837,009519.png,miniature_poodle,1.0,,source,val
6838,004190.png,siberian_husky,6.0,test,source,val
6839,008780.png,yorkshire_terrier,7.0,,source,val
6840,008214.png,dalmatian,4.0,,source,test
6841,000117.png,saint_bernard,2.0,train,source,val
6842,010103.png,dalmatian,4.0,,source,train
6843,001595.png,saint_bernard,2.0,train,source,train
6844,005430.png,great_dane,3.0,,source,train
6845,006533.png,samoyed,0.0,,source,test
6846,008675.png,dalmatian,4.0,,source,val
6847,010102.png,samoyed,0.0,,source,train
6848,001491.png,dalmatian,4.0,train,source,val
6849,006126.png,miniature_poodle,1.0,,source,train
6850,000911.png,samoyed,0.0,train,source,test
6851,005872.png,dalmatian,4.0,,source,test
6852,003022.png,saint_bernard,2.0,val,source,train
6853,001572.png,saint_bernard,2.0,train,source,val
6854,005469.png,samoyed,0.0,test,source,train
6855,008433.png,miniature_poodle,1.0,,source,test
6856,004315.png,samoyed,0.0,test,source,train
6857,004163.png,yorkshire_terrier,7.0,test,source,train
6858,006483.png,yorkshire_terrier,7.0,,source,train
6859,004358.png,miniature_poodle,1.0,test,source,train
6860,009864.png,yorkshire_terrier,7.0,,source,test
6861,003318.png,samoyed,0.0,val,source,train
6862,001877.png,chihuahua,5.0,train,source,train
6863,009273.png,dalmatian,4.0,,source,train
6864,004904.png,miniature_poodle,1.0,test,source,train
6865,003869.png,great_dane,3.0,test,source,train
6866,005827.png,saint_bernard,2.0,,source,test
6867,004681.png,saint_bernard,2.0,test,source,train
6868,003955.png,yorkshire_terrier,7.0,val,source,val
6869,004448.png,samoyed,0.0,test,source,test
6870,004730.png,siberian_husky,6.0,test,source,train
6871,001968.png,chihuahua,5.0,train,source,train
6872,005499.png,yorkshire_terrier,7.0,test,source,test
6873,001454.png,samoyed,0.0,train,source,val
6874,000449.png,miniature_poodle,1.0,train,source,test
6875,001313.png,saint_bernard,2.0,train,source,train
6876,006015.png,miniature_poodle,1.0,,source,train
6877,003876.png,samoyed,0.0,val,source,test
6878,000699.png,dalmatian,4.0,train,source,train
6879,009936.png,dalmatian,4.0,,source,test
6880,003667.png,saint_bernard,2.0,val,source,test
6881,002496.png,dalmatian,4.0,val,source,train
6882,000751.png,saint_bernard,2.0,train,source,train
6883,007230.png,siberian_husky,6.0,,source,test
6884,004368.png,great_dane,3.0,test,source,train
6885,009886.png,saint_bernard,2.0,,source,train
6886,010210.png,great_dane,3.0,,source,val
6887,002228.png,chihuahua,5.0,train,source,test
6888,006068.png,siberian_husky,6.0,,source,val
6889,003937.png,chihuahua,5.0,val,source,val
6890,006494.png,yorkshire_terrier,7.0,,source,train
6891,007849.png,dalmatian,4.0,,source,val
6892,008012.png,saint_bernard,2.0,,source,train
6893,003173.png,yorkshire_terrier,7.0,val,source,train
6894,000120.png,siberian_husky,6.0,train,source,train
6895,008150.png,dalmatian,4.0,,source,val
6896,000397.png,samoyed,0.0,train,source,train
6897,001895.png,great_dane,3.0,train,source,train
6898,009767.png,saint_bernard,2.0,,source,train
6899,002649.png,samoyed,0.0,train,source,val
6900,005833.png,yorkshire_terrier,7.0,,source,train
6901,002118.png,dalmatian,4.0,train,source,val
6902,008710.png,samoyed,0.0,,source,train
6903,009188.png,siberian_husky,6.0,,source,train
6904,008500.png,samoyed,0.0,,source,train
6905,005380.png,chihuahua,5.0,test,source,train
6906,004571.png,dalmatian,4.0,test,source,test
6907,006351.png,great_dane,3.0,,source,train
6908,007932.png,chihuahua,5.0,,source,train
6909,006999.png,chihuahua,5.0,,source,val
6910,006805.png,samoyed,0.0,,source,train
6911,008764.png,saint_bernard,2.0,,source,test
6912,001184.png,great_dane,3.0,train,source,train
6913,000188.png,great_dane,3.0,train,source,train
6914,009602.png,chihuahua,5.0,,source,train
6915,009560.png,chihuahua,5.0,,source,train
6916,005821.png,dalmatian,4.0,,source,test
6917,000565.png,chihuahua,5.0,train,source,train
6918,009613.png,saint_bernard,2.0,,source,train
6919,007639.png,yorkshire_terrier,7.0,,source,val
6920,008743.png,siberian_husky,6.0,,source,val
6921,002874.png,siberian_husky,6.0,val,source,train
6922,009051.png,siberian_husky,6.0,,source,val
6923,005075.png,dalmatian,4.0,test,source,test
6924,008077.png,samoyed,0.0,,source,val
6925,005694.png,samoyed,0.0,test,source,test
6926,002021.png,saint_bernard,2.0,train,source,train
6927,002767.png,miniature_poodle,1.0,val,source,test
6928,001803.png,great_dane,3.0,train,source,test
6929,005394.png,dalmatian,4.0,test,source,val
6930,009985.png,yorkshire_terrier,7.0,,source,test
6931,005600.png,siberian_husky,6.0,test,source,val
6932,008585.png,dalmatian,4.0,,source,train
6933,008700.png,yorkshire_terrier,7.0,,source,train
6934,003532.png,miniature_poodle,1.0,val,source,test
6935,000974.png,dalmatian,4.0,train,source,train
6936,004570.png,great_dane,3.0,test,source,test
6937,004314.png,saint_bernard,2.0,test,source,val
6938,000372.png,saint_bernard,2.0,train,source,train
6939,004483.png,yorkshire_terrier,7.0,test,source,train
6940,002752.png,samoyed,0.0,train,source,train
6941,004710.png,samoyed,0.0,test,source,train
6942,003152.png,samoyed,0.0,val,source,test
6943,004922.png,siberian_husky,6.0,test,source,val
6944,000491.png,chihuahua,5.0,train,source,train
6945,004271.png,yorkshire_terrier,7.0,test,source,train
6946,004827.png,saint_bernard,2.0,test,source,train
6947,004925.png,chihuahua,5.0,test,source,train
6948,007584.png,great_dane,3.0,,source,test
6949,000921.png,miniature_poodle,1.0,train,source,train
6950,005377.png,yorkshire_terrier,7.0,test,source,test
6951,004127.png,yorkshire_terrier,7.0,val,source,train
6952,009201.png,miniature_poodle,1.0,,source,train
6953,002185.png,great_dane,3.0,train,source,train
6954,009580.png,dalmatian,4.0,,source,train
6955,001011.png,samoyed,0.0,train,source,val
6956,008003.png,dalmatian,4.0,,source,test
6957,000112.png,siberian_husky,6.0,train,source,val
6958,003125.png,chihuahua,5.0,val,source,val
6959,003264.png,dalmatian,4.0,val,source,train
6960,006957.png,miniature_poodle,1.0,,source,val
6961,009173.png,great_dane,3.0,,source,train
6962,008740.png,siberian_husky,6.0,,source,train
6963,003004.png,dalmatian,4.0,val,source,train
6964,009791.png,dalmatian,4.0,,source,train
6965,001806.png,saint_bernard,2.0,train,source,train
6966,009050.png,great_dane,3.0,,source,test
6967,000608.png,chihuahua,5.0,train,source,val
6968,006758.png,chihuahua,5.0,,source,val
6969,000836.png,chihuahua,5.0,train,source,train
6970,005871.png,samoyed,0.0,,source,test
6971,005582.png,yorkshire_terrier,7.0,test,source,test
6972,001532.png,miniature_poodle,1.0,train,source,test
6973,002886.png,siberian_husky,6.0,val,source,test
6974,000091.png,great_dane,3.0,train,source,test
6975,007059.png,dalmatian,4.0,,source,train
6976,008311.png,samoyed,0.0,,source,train
6977,003844.png,great_dane,3.0,val,source,val
6978,000221.png,yorkshire_terrier,7.0,train,source,train
6979,000770.png,siberian_husky,6.0,train,source,train
6980,005613.png,siberian_husky,6.0,test,source,train
6981,002639.png,yorkshire_terrier,7.0,train,source,test
6982,003613.png,siberian_husky,6.0,val,source,train
6983,007713.png,chihuahua,5.0,,source,train
6984,009570.png,samoyed,0.0,,source,train
6985,009606.png,saint_bernard,2.0,,source,test
6986,004285.png,chihuahua,5.0,test,source,train
6987,001342.png,samoyed,0.0,train,source,test
6988,008194.png,chihuahua,5.0,,source,train
6989,006255.png,dalmatian,4.0,,source,test
6990,000105.png,great_dane,3.0,train,source,test
6991,001994.png,samoyed,0.0,train,source,val
6992,008475.png,dalmatian,4.0,,source,train
6993,009635.png,yorkshire_terrier,7.0,,source,train
6994,005969.png,chihuahua,5.0,,source,train
6995,007527.png,yorkshire_terrier,7.0,,source,train
6996,005456.png,siberian_husky,6.0,test,source,train
6997,007486.png,chihuahua,5.0,,source,train
6998,008158.png,miniature_poodle,1.0,,source,test
6999,000217.png,dalmatian,4.0,train,source,test
7000,008668.png,dalmatian,4.0,,source,train
7001,005307.png,great_dane,3.0,test,source,train
7002,001329.png,chihuahua,5.0,train,source,train
7003,001743.png,dalmatian,4.0,train,source,val
7004,004189.png,samoyed,0.0,val,source,val
7005,002603.png,yorkshire_terrier,7.0,train,source,train
7006,003590.png,siberian_husky,6.0,val,source,test
7007,007725.png,saint_bernard,2.0,,source,val
7008,001774.png,dalmatian,4.0,train,source,test
7009,002478.png,siberian_husky,6.0,val,source,test
7010,000709.png,chihuahua,5.0,train,source,test
7011,001207.png,miniature_poodle,1.0,train,source,train
7012,002987.png,chihuahua,5.0,val,source,train
7013,001441.png,miniature_poodle,1.0,train,source,train
7014,007313.png,saint_bernard,2.0,,source,train
7015,009460.png,samoyed,0.0,,source,train
7016,001076.png,great_dane,3.0,train,source,train
7017,009075.png,miniature_poodle,1.0,,source,train
7018,008841.png,great_dane,3.0,,source,train
7019,003552.png,great_dane,3.0,val,source,test
7020,004166.png,chihuahua,5.0,test,source,train
7021,004132.png,samoyed,0.0,val,source,train
7022,003521.png,dalmatian,4.0,val,source,val
7023,002571.png,samoyed,0.0,train,source,test
7024,007652.png,dalmatian,4.0,,source,train
7025,003527.png,saint_bernard,2.0,val,source,val
7026,003138.png,chihuahua,5.0,val,source,test
7027,000325.png,dalmatian,4.0,train,source,train
7028,007928.png,yorkshire_terrier,7.0,,source,train
7029,004836.png,great_dane,3.0,test,source,train
7030,001116.png,dalmatian,4.0,train,source,train
7031,007808.png,yorkshire_terrier,7.0,,source,train
7032,008461.png,dalmatian,4.0,,source,train
7033,001883.png,dalmatian,4.0,train,source,train
7034,009330.png,great_dane,3.0,,source,test
7035,008407.png,miniature_poodle,1.0,,source,test
7036,005105.png,great_dane,3.0,test,source,train
7037,001721.png,yorkshire_terrier,7.0,train,source,test
7038,003783.png,chihuahua,5.0,val,source,val
7039,001490.png,dalmatian,4.0,train,source,test
7040,005916.png,miniature_poodle,1.0,,source,train
7041,008033.png,saint_bernard,2.0,,source,train
7042,004407.png,chihuahua,5.0,test,source,train
7043,000043.png,samoyed,0.0,train,source,train
7044,006359.png,siberian_husky,6.0,,source,train
7045,003615.png,siberian_husky,6.0,val,source,val
7046,006390.png,siberian_husky,6.0,,source,test
7047,007329.png,samoyed,0.0,,source,train
7048,001841.png,saint_bernard,2.0,train,source,val
7049,007380.png,great_dane,3.0,,source,train
7050,009871.png,samoyed,0.0,,source,val
7051,009528.png,yorkshire_terrier,7.0,,source,val
7052,009962.png,great_dane,3.0,,source,test
7053,008569.png,yorkshire_terrier,7.0,,source,test
7054,003294.png,samoyed,0.0,val,source,train
7055,009728.png,yorkshire_terrier,7.0,,source,val
7056,007338.png,yorkshire_terrier,7.0,,source,val
7057,009110.png,great_dane,3.0,,source,train
7058,008521.png,chihuahua,5.0,,source,val
7059,007085.png,miniature_poodle,1.0,,source,train
7060,001084.png,dalmatian,4.0,train,source,val
7061,008956.png,siberian_husky,6.0,,source,train
7062,005293.png,great_dane,3.0,test,source,val
7063,002077.png,chihuahua,5.0,train,source,val
7064,005979.png,dalmatian,4.0,,source,val
7065,009810.png,siberian_husky,6.0,,source,train
7066,005365.png,yorkshire_terrier,7.0,test,source,train
7067,009535.png,great_dane,3.0,,source,train
7068,001684.png,saint_bernard,2.0,train,source,train
7069,005124.png,dalmatian,4.0,test,source,val
7070,010052.png,yorkshire_terrier,7.0,,source,train
7071,005892.png,great_dane,3.0,,source,test
7072,000922.png,saint_bernard,2.0,train,source,train
7073,006220.png,siberian_husky,6.0,,source,train
7074,000257.png,great_dane,3.0,train,source,train
7075,005485.png,miniature_poodle,1.0,,source,train
7076,006118.png,great_dane,3.0,,source,train
7077,007355.png,siberian_husky,6.0,,source,val
7078,000455.png,dalmatian,4.0,train,source,val
7079,001272.png,chihuahua,5.0,train,source,train
7080,003251.png,saint_bernard,2.0,val,source,train
7081,004490.png,siberian_husky,6.0,test,source,val
7082,001912.png,dalmatian,4.0,train,source,train
7083,005444.png,siberian_husky,6.0,test,source,train
7084,004639.png,siberian_husky,6.0,test,source,train
7085,008870.png,chihuahua,5.0,,source,test
7086,001292.png,siberian_husky,6.0,train,source,train
7087,007087.png,great_dane,3.0,,source,test
7088,001139.png,yorkshire_terrier,7.0,train,source,train
7089,001403.png,dalmatian,4.0,train,source,train
7090,003122.png,samoyed,0.0,val,source,train
7091,003766.png,miniature_poodle,1.0,val,source,train
7092,009128.png,great_dane,3.0,,source,val
7093,007873.png,chihuahua,5.0,,source,train
7094,007694.png,samoyed,0.0,,source,val
7095,005594.png,samoyed,0.0,test,source,val
7096,004427.png,chihuahua,5.0,test,source,test
7097,004884.png,saint_bernard,2.0,test,source,test
7098,008017.png,saint_bernard,2.0,,source,train
7099,006272.png,samoyed,0.0,,source,train
7100,009160.png,samoyed,0.0,,source,train
7101,004220.png,saint_bernard,2.0,test,source,val
7102,006709.png,chihuahua,5.0,,source,train
7103,008101.png,yorkshire_terrier,7.0,,source,val
7104,000269.png,samoyed,0.0,train,source,test
7105,002237.png,chihuahua,5.0,train,source,train
7106,007834.png,chihuahua,5.0,,source,train
7107,004309.png,dalmatian,4.0,test,source,train
7108,002876.png,samoyed,0.0,val,source,train
7109,004039.png,dalmatian,4.0,val,source,train
7110,007081.png,samoyed,0.0,,source,train
7111,000898.png,samoyed,0.0,train,source,train
7112,001907.png,yorkshire_terrier,7.0,train,source,test
7113,009048.png,dalmatian,4.0,,source,train
7114,001651.png,great_dane,3.0,train,source,train
7115,000433.png,dalmatian,4.0,train,source,train
7116,005426.png,yorkshire_terrier,7.0,test,source,val
7117,000536.png,samoyed,0.0,train,source,train
7118,010043.png,saint_bernard,2.0,,source,train
7119,000071.png,siberian_husky,6.0,train,source,test
7120,008167.png,siberian_husky,6.0,,source,train
7121,003282.png,yorkshire_terrier,7.0,val,source,train
7122,000428.png,siberian_husky,6.0,train,source,test
7123,009657.png,great_dane,3.0,,source,test
7124,010063.png,dalmatian,4.0,,source,test
7125,006895.png,siberian_husky,6.0,,source,test
7126,002428.png,yorkshire_terrier,7.0,train,source,train
7127,008497.png,saint_bernard,2.0,,source,test
7128,001384.png,miniature_poodle,1.0,train,source,train
7129,006842.png,chihuahua,5.0,,source,train
7130,000469.png,yorkshire_terrier,7.0,train,source,val
7131,007074.png,saint_bernard,2.0,,source,val
7132,003442.png,samoyed,0.0,val,source,train
7133,000887.png,yorkshire_terrier,7.0,train,source,train
7134,008035.png,chihuahua,5.0,,source,test
7135,000514.png,chihuahua,5.0,train,source,train
7136,003784.png,chihuahua,5.0,val,source,train
7137,005749.png,samoyed,0.0,,source,train
7138,004061.png,miniature_poodle,1.0,test,source,val
7139,006754.png,great_dane,3.0,,source,train
7140,002402.png,siberian_husky,6.0,val,source,train
7141,002246.png,great_dane,3.0,train,source,test
7142,004749.png,siberian_husky,6.0,test,source,train
7143,000899.png,great_dane,3.0,train,source,test
7144,010177.png,great_dane,3.0,,source,train
7145,005321.png,chihuahua,5.0,test,source,val
7146,007445.png,great_dane,3.0,,source,test
7147,009857.png,siberian_husky,6.0,,source,test
7148,004292.png,yorkshire_terrier,7.0,test,source,test
7149,004302.png,samoyed,0.0,test,source,val
7150,004937.png,great_dane,3.0,test,source,train
7151,000669.png,great_dane,3.0,train,source,train
7152,002201.png,saint_bernard,2.0,train,source,train
7153,010203.png,samoyed,0.0,,source,train
7154,001463.png,great_dane,3.0,train,source,train
7155,009123.png,siberian_husky,6.0,,source,train
